Support Item Number,Support Item Name,Registration Group Number,Registration Group Name,Support Category Number,Support Category Number (PACE),Support Category Name,Support Category Name (PACE),Unit,Quote,Start date,End Date,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Remote,Very Remote,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type
01_002_0107_1_1,Assistance With Self-Care Activities - Standard - Weekday Night,0107,Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$78.81,$78.81,$78.81,$78.81,$78.81,$78.81,$78.81,$78.81,$110.33,$118.22,Y,Y,Y,N,N,Price Limited Supports
01_003_0107_1_1,Assistance From Live-In Carer,0107,Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,Yes,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
01_004_0107_1_1,Assistance with Personal Domestic Activities,0107,Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$59.06,$59.06,$59.06,$59.06,$59.06,$59.06,$59.06,$59.06,$82.68,$88.59,Y,Y,Y,N,N,Price Limited Supports
01_010_0107_1_1,Assistance With Self-Care Activities - Night-Time Sleepover,0107,Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,No,20250701,99991231,$297.60,$297.60,$297.60,$297.60,$297.60,$297.60,$297.60,$297.60,$416.64,$446.40,Y,Y,Y,N,N,Price Limited Supports
01_011_0107_1_1,Assistance With Self-Care Activities - Standard - Weekday Daytime,0107,Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$98.32,$105.35,Y,Y,Y,N,N,Price Limited Supports
01_012_0107_1_1,Assistance With Self-Care Activities - Standard - Public Holiday,0107,Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$156.03,$156.03,$156.03,$156.03,$156.03,$156.03,$156.03,$156.03,$218.44,$234.05,Y,Y,Y,N,N,Price Limited Supports
01_013_0107_1_1,Assistance With Self-Care Activities - Standard - Saturday,0107,Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$98.83,$98.83,$98.83,$98.83,$98.83,$98.83,$98.83,$98.83,$138.36,$148.25,Y,Y,Y,N,N,Price Limited Supports
01_014_0107_1_1,Assistance With Self-Care Activities - Standard - Sunday,0107,Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$127.43,$127.43,$127.43,$127.43,$127.43,$127.43,$127.43,$127.43,$178.40,$191.15,Y,Y,Y,N,N,Price Limited Supports
01_015_0107_1_1,Assistance With Self-Care Activities - Standard - Weekday Evening,0107,Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$77.38,$77.38,$77.38,$77.38,$77.38,$77.38,$77.38,$77.38,$108.33,$116.07,Y,Y,Y,N,N,Price Limited Supports
01_016_0104_1_1,Specialised Home Based Assistance For A Child,0104,High Intensity Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$59.06,$59.06,$59.06,$59.06,$59.06,$59.06,$59.06,$59.06,$82.68,$88.59,Y,Y,Y,N,N,Price Limited Supports
01_017_0107_1_1,On-Call Overnight Monitoring-Off Site or Onsite (Includes 1 hour of assistance),0107,Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,Yes,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
01_019_0120_1_1,House or Yard Maintenance,0120,Household Tasks,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$56.98,$56.98,$56.98,$56.98,$56.98,$56.98,$56.98,$56.98,$79.77,$85.47,Y,Y,Y,N,N,Price Limited Supports
01_020_0120_1_1,House Cleaning And Other Household Activities,0120,Household Tasks,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$58.03,$58.03,$58.03,$58.03,$58.03,$58.03,$58.03,$58.03,$81.24,$87.05,Y,Y,Y,N,N,Price Limited Supports
01_021_0120_1_1,Linen Service,0120,Household Tasks,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,Yes,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
01_023_0120_1_1,Assistance with the cost of the preparation and delivery of meals,0120,Household Tasks,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_026_0115_1_1,Assistance In Living Arrangements (Host Family/Alternative Family Situation),0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,D,Yes,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
01_027_0115_1_1,Assistance In A Shared Living Arrangement,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,Yes,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
01_045_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Weekday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,D,No,20250701,99991231,$708.75,$708.75,$708.75,$708.75,$708.75,$708.75,$708.75,$708.75,$992.25,$1063.13,N,N,Y,N,N,Price Limited Supports
01_046_0115_1_1,Assistance In Individual Living Arrangement For Person With Complex Needs,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,Yes,20250701,99991231,,,,,,,,,,,NA,NA,NA,NA,NA,Quotable Supports
01_049_0104_1_1,Establishment Fee For Personal Care/Participation,0104,High Intensity Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,No,20250701,99991231,$702.30,$702.30,$702.30,$702.30,$702.30,$702.30,$702.30,$702.30,$983.22,$1053.45,N,N,N,N,N,Price Limited Supports
01_049_0107_1_1,Establishment Fee For Personal Care/Participation,0107,Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,No,20250701,99991231,$702.30,$702.30,$702.30,$702.30,$702.30,$702.30,$702.30,$702.30,$983.22,$1053.45,N,N,N,N,N,Price Limited Supports
01_050_0115_1_1,Assistance With Daily Life Tasks Provided In Residential Aged Care Facility,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,E,No,20250701,99991231,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
01_051_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Saturday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,D,No,20250701,99991231,$860.39,$860.39,$860.39,$860.39,$860.39,$860.39,$860.39,$860.39,$1204.55,$1290.59,N,N,Y,N,N,Price Limited Supports
01_052_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Sunday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,D,No,20250701,99991231,$1046.03,$1046.03,$1046.03,$1046.03,$1046.03,$1046.03,$1046.03,$1046.03,$1464.44,$1569.05,N,N,Y,N,N,Price Limited Supports
01_053_0115_1_1,STA And Assistance (Inc. Respite) - 1:4 - Public Holiday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,D,No,20250701,99991231,$1231.67,$1231.67,$1231.67,$1231.67,$1231.67,$1231.67,$1231.67,$1231.67,$1724.34,$1847.51,N,N,Y,N,N,Price Limited Supports
01_054_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Weekday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,D,No,20250701,99991231,$1198.69,$1198.69,$1198.69,$1198.69,$1198.69,$1198.69,$1198.69,$1198.69,$1678.17,$1798.04,N,N,Y,N,N,Price Limited Supports
01_055_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Saturday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,D,No,20250701,99991231,$1501.97,$1501.97,$1501.97,$1501.97,$1501.97,$1501.97,$1501.97,$1501.97,$2102.76,$2252.96,N,N,Y,N,N,Price Limited Supports
01_056_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Sunday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,D,No,20250701,99991231,$1873.25,$1873.25,$1873.25,$1873.25,$1873.25,$1873.25,$1873.25,$1873.25,$2622.55,$2809.88,N,N,Y,N,N,Price Limited Supports
01_057_0115_1_1,STA And Assistance (Inc. Respite) - 1:2 - Public Holiday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,D,No,20250701,99991231,$2244.53,$2244.53,$2244.53,$2244.53,$2244.53,$2244.53,$2244.53,$2244.53,$3142.34,$3366.80,N,N,Y,N,N,Price Limited Supports
01_058_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Weekday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,D,No,20250701,99991231,$2178.57,$2178.57,$2178.57,$2178.57,$2178.57,$2178.57,$2178.57,$2178.57,$3050.00,$3267.86,N,N,Y,N,N,Price Limited Supports
01_059_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Saturday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,D,No,20250701,99991231,$2785.13,$2785.13,$2785.13,$2785.13,$2785.13,$2785.13,$2785.13,$2785.13,$3899.18,$4177.70,N,N,Y,N,N,Price Limited Supports
01_060_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Sunday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,D,No,20250701,99991231,$3527.69,$3527.69,$3527.69,$3527.69,$3527.69,$3527.69,$3527.69,$3527.69,$4938.77,$5291.54,N,N,Y,N,N,Price Limited Supports
01_061_0115_1_1,STA And Assistance (Inc. Respite) - 1:1 - Public Holiday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,D,No,20250701,99991231,$4270.25,$4270.25,$4270.25,$4270.25,$4270.25,$4270.25,$4270.25,$4270.25,$5978.35,$6405.38,N,N,Y,N,N,Price Limited Supports
01_062_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Weekday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,D,No,20250701,99991231,$872.06,$872.06,$872.06,$872.06,$872.06,$872.06,$872.06,$872.06,$1220.88,$1308.09,N,N,Y,N,N,Price Limited Supports
01_063_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Saturday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,D,No,20250701,99991231,$1074.25,$1074.25,$1074.25,$1074.25,$1074.25,$1074.25,$1074.25,$1074.25,$1503.95,$1611.38,N,N,Y,N,N,Price Limited Supports
01_064_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Sunday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,D,No,20250701,99991231,$1321.77,$1321.77,$1321.77,$1321.77,$1321.77,$1321.77,$1321.77,$1321.77,$1850.48,$1982.66,N,N,Y,N,N,Price Limited Supports
01_065_0115_1_1,STA And Assistance (Inc. Respite) - 1:3 - Public Holiday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,D,No,20250701,99991231,$1569.29,$1569.29,$1569.29,$1569.29,$1569.29,$1569.29,$1569.29,$1569.29,$2197.01,$2353.94,N,N,Y,N,N,Price Limited Supports
01_066_0115_1_1,Unplanned onsite shared supports in Specialist Disability Accommodation,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,WK,No,20250701,99991231,$1542.71,$1542.71,$1542.71,$1542.71,$1542.71,$1542.71,$1542.71,$1542.71,$2159.79,$2314.07,N,N,N,N,N,Price Limited Supports
01_082_0115_1_1,Medium Term Accommodation,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,D,No,20250701,99991231,$155.68,$155.68,$155.68,$155.68,$155.68,$155.68,$155.68,$155.68,$217.95,$233.52,N,N,Y,N,N,Price Limited Supports
01_134_0117_8_1,Capacity Building and Training in Self-Management and Plan Management,0117,Development Of Daily Living And Life Skills,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$80.06,$112.08,$120.09,Y,Y,Y,N,N,Price Limited Supports
01_200_0115_1_1,Assistance With Self-Care Activities in a STA - Weekday Daytime,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$98.32,$105.35,N,N,Y,N,N,Price Limited Supports
01_201_0115_1_1,Assistance With Self-Care Activities in a STA - Weekday Evening,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$77.38,$77.38,$77.38,$77.38,$77.38,$77.38,$77.38,$77.38,$108.33,$116.07,N,N,Y,N,N,Price Limited Supports
01_202_0115_1_1,Assistance With Self-Care Activities in a STA - Saturday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$98.83,$98.83,$98.83,$98.83,$98.83,$98.83,$98.83,$98.83,$138.36,$148.25,N,N,Y,N,N,Price Limited Supports
01_203_0115_1_1,Assistance With Self-Care Activities in a STA - Sunday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$127.43,$127.43,$127.43,$127.43,$127.43,$127.43,$127.43,$127.43,$178.40,$191.15,N,N,Y,N,N,Price Limited Supports
01_204_0115_1_1,Assistance With Self-Care Activities in a STA - Public Holiday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$156.03,$156.03,$156.03,$156.03,$156.03,$156.03,$156.03,$156.03,$218.44,$234.05,N,N,Y,N,N,Price Limited Supports
01_205_0115_1_1,Assistance With Self-Care Activities in a STA - Weekday Night,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$78.81,$78.81,$78.81,$78.81,$78.81,$78.81,$78.81,$78.81,$110.33,$118.22,N,N,Y,N,N,Price Limited Supports
01_400_0104_1_1,Assistance With Self-Care Activities - High Intensity - Weekday Daytime,0104,High Intensity Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$106.37,$113.97,Y,Y,Y,N,N,Price Limited Supports
01_401_0104_1_1,Assistance With Self-Care Activities - High Intensity - Weekday Evening,0104,High Intensity Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$117.21,$125.58,Y,Y,Y,N,N,Price Limited Supports
01_402_0104_1_1,Assistance With Self-Care Activities - High Intensity - Saturday,0104,High Intensity Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$149.70,$160.40,Y,Y,Y,N,N,Price Limited Supports
01_403_0104_1_1,Assistance With Self-Care Activities - High Intensity - Sunday,0104,High Intensity Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$193.02,$206.81,Y,Y,Y,N,N,Price Limited Supports
01_404_0104_1_1,Assistance With Self-Care Activities - High Intensity - Public Holiday,0104,High Intensity Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$236.33,$253.22,Y,Y,Y,N,N,Price Limited Supports
01_405_0104_1_1,Assistance With Self-Care Activities - High Intensity - Weekday Night,0104,High Intensity Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$85.27,$85.27,$85.27,$85.27,$85.27,$85.27,$85.27,$85.27,$119.38,$127.91,Y,Y,Y,N,N,Price Limited Supports
01_450_0107_1_1,Intensive and Complex Behaviour Supports - Weekday Daytime,0107,Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$106.37,$113.97,Y,Y,Y,N,N,Price Limited Supports
01_450_0115_1_1,Intensive and Complex Behaviour Supports - Weekday Daytime,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,H,No,20250701,99991231,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$106.37,$113.97,Y,Y,Y,N,N,Price Limited Supports
01_451_0107_1_1,Intensive and Complex Behaviour Supports - Weekday Evening,0107,Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$117.21,$125.58,Y,Y,Y,N,N,Price Limited Supports
01_451_0115_1_1,Intensive and Complex Behaviour Supports - Weekday Evening,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,H,No,20250701,99991231,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$117.21,$125.58,Y,Y,Y,N,N,Price Limited Supports
01_452_0107_1_1,Intensive and Complex Behaviour Supports - Saturday,0107,Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$149.70,$160.40,Y,Y,Y,N,N,Price Limited Supports
01_452_0115_1_1,Intensive and Complex Behaviour Supports - Saturday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,H,No,20250701,99991231,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$149.70,$160.40,Y,Y,Y,N,N,Price Limited Supports
01_453_0107_1_1,Intensive and Complex Behaviour Supports - Sunday,0107,Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$193.02,$206.81,Y,Y,Y,N,N,Price Limited Supports
01_453_0115_1_1,Intensive and Complex Behaviour Supports - Sunday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,H,No,20250701,99991231,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$193.02,$206.81,Y,Y,Y,N,N,Price Limited Supports
01_454_0107_1_1,Intensive and Complex Behaviour Supports - Public Holiday,0107,Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$236.33,$253.22,Y,Y,Y,N,N,Price Limited Supports
01_454_0115_1_1,Intensive and Complex Behaviour Supports - Public Holiday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,H,No,20250701,99991231,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$236.33,$253.22,Y,Y,Y,N,N,Price Limited Supports
01_455_0107_1_1,Intensive and Complex Behaviour Supports - Weekday Night,0107,Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$85.27,$85.27,$85.27,$85.27,$85.27,$85.27,$85.27,$85.27,$119.38,$127.91,Y,Y,Y,N,N,Price Limited Supports
01_455_0115_1_1,Intensive and Complex Behaviour Supports - Weekday Night,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,H,No,20250701,99991231,$85.27,$85.27,$85.27,$85.27,$85.27,$85.27,$85.27,$85.27,$119.38,$127.91,Y,Y,Y,N,N,Price Limited Supports
01_600_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Weekday Daytime,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$99.88,$99.88,$99.88,$99.88,$99.88,$99.88,$99.88,$99.88,$139.83,$149.82,Y,Y,Y,Y,N,Price Limited Supports
01_601_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Weekday Evening,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$110.18,$110.18,$110.18,$110.18,$110.18,$110.18,$110.18,$110.18,$154.25,$165.27,Y,Y,Y,Y,N,Price Limited Supports
01_602_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Saturday,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$142.48,$142.48,$142.48,$142.48,$142.48,$142.48,$142.48,$142.48,$199.47,$213.72,Y,Y,Y,Y,N,Price Limited Supports
01_603_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Sunday,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$163.79,$163.79,$163.79,$163.79,$163.79,$163.79,$163.79,$163.79,$229.31,$245.69,Y,Y,Y,Y,N,Price Limited Supports
01_604_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Public Holiday,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$185.08,$185.08,$185.08,$185.08,$185.08,$185.08,$185.08,$185.08,$259.11,$277.62,Y,Y,Y,Y,N,Price Limited Supports
01_605_0114_1_1,Delivery of Health Supports by an Enrolled Nurse - Weekday Night,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$112.22,$112.22,$112.22,$112.22,$112.22,$112.22,$112.22,$112.22,$157.11,$168.33,Y,Y,Y,Y,N,Price Limited Supports
01_606_0114_1_1,Delivery of Health Supports by a Registered Nurse - Weekday Daytime,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$123.65,$123.65,$123.65,$123.65,$123.65,$123.65,$123.65,$123.65,$173.11,$185.48,Y,Y,Y,Y,N,Price Limited Supports
01_607_0114_1_1,Delivery of Health Supports by a Registered Nurse - Weekday Evening,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$136.41,$136.41,$136.41,$136.41,$136.41,$136.41,$136.41,$136.41,$190.97,$204.62,Y,Y,Y,Y,N,Price Limited Supports
01_608_0114_1_1,Delivery of Health Supports by a Registered Nurse - Saturday,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$176.47,$176.47,$176.47,$176.47,$176.47,$176.47,$176.47,$176.47,$247.06,$264.71,Y,Y,Y,Y,N,Price Limited Supports
01_609_0114_1_1,Delivery of Health Supports by a Registered Nurse - Sunday,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$202.87,$202.87,$202.87,$202.87,$202.87,$202.87,$202.87,$202.87,$284.02,$304.31,Y,Y,Y,Y,N,Price Limited Supports
01_610_0114_1_1,Delivery of Health Supports by a Registered Nurse - Public Holiday,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$229.27,$229.27,$229.27,$229.27,$229.27,$229.27,$229.27,$229.27,$320.98,$343.91,Y,Y,Y,Y,N,Price Limited Supports
01_611_0114_1_1,Delivery of Health Supports by a Registered Nurse - Weekday Night,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$138.95,$138.95,$138.95,$138.95,$138.95,$138.95,$138.95,$138.95,$194.53,$208.43,Y,Y,Y,Y,N,Price Limited Supports
01_612_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Daytime,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$143.04,$143.04,$143.04,$143.04,$143.04,$143.04,$143.04,$143.04,$200.26,$214.56,Y,Y,Y,Y,N,Price Limited Supports
01_613_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Evening,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$157.77,$157.77,$157.77,$157.77,$157.77,$157.77,$157.77,$157.77,$220.88,$236.66,Y,Y,Y,Y,N,Price Limited Supports
01_614_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Saturday,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,99991231,$204.12,$204.12,$204.12,$204.12,$204.12,$204.12,$204.12,$204.12,$285.77,$306.18,Y,Y,Y,Y,N,Price Limited Supports
