Support Item Number,Support Item Name,Registration Group Number,Registration Group Name,Support Category Number,Support Category Number (PACE),Support Category Name,Support Category Name (PACE),Unit,Quote,Start date,End Date,National,Remote,Very Remote,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations.,NDIA Requested Reports,Irregular SIL Supports,Type
01_741_0128_1_3_NF,Therapy - Other Professional - Non-Face-to-Face,0128,Therapeutic Supports,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
01_741_0128_1_3_PT,Therapy - Other Professional - Provider Travel,0128,Therapeutic Supports,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20260701,99991231,78.08,109.31,117.12,N,N,N,N,N,Priced Supports
01_741_0128_1_3_RR,Therapy - Other Professional - NDIA Requested Reports,0128,Therapeutic Supports,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
01_741_0128_1_3_TH,Therapy - Other Professional - Telehealth,0128,Therapeutic Supports,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20260701,99991231,156.16,218.62,234.24,N,N,N,N,N,Priced Supports
01_760_0118_1_3,ECI Professional - Dietitian - Direct Service,0118,Early Intervention Supports For Early Childhood,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
01_760_0118_1_3_CA,ECI Professional - Dietitian - Cancellation,0118,Early Intervention Supports For Early Childhood,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
01_760_0118_1_3_NF,ECI Professional - Dietitian - Non-Face-to-Face,0118,Early Intervention Supports For Early Childhood,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
01_760_0118_1_3_PT,ECI Professional - Dietitian - Provider Travel,0118,Early Intervention Supports For Early Childhood,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20260701,99991231,89.5,125.3,134.25,N,N,N,N,N,Priced Supports
01_760_0118_1_3_RR,ECI Professional - Dietitian - NDIA Requested Reports,0118,Early Intervention Supports For Early Childhood,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
01_760_0118_1_3_TH,ECI Professional - Dietitian - Telehealth,0118,Early Intervention Supports For Early Childhood,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
01_760_0128_3_3,Therapy - Dietitian - Direct Service,0128,Therapeutic Supports,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
01_760_0128_3_3_CA,Therapy - Dietitian - Cancellation,0128,Therapeutic Supports,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
01_760_0128_3_3_NF,Therapy - Dietitian - Non-Face-to-Face,0128,Therapeutic Supports,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20260701,99991231,178.99,250.59,268.49,N,N,N,N,N,Priced Supports
01_760_0128_3_3_PT,Therapy - Dietitian - Provider Travel,0128,Therapeutic Supports,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20260701,99991231,89.5,125.3,134.25,N,N,N,N,N,Priced Supports
